iterCount,type,time,latitude,longitude,depth,scalar,AnomalyScore,AnomalyMean_Windowsize,AnomalyLikelihood,logLikelihood,place,id,prediction
49,earthquake,2010-05-25T06:11:52.490Z,31.152,103.547,10,5,1.0,"(1.0, None)",0.5,0.0301029996658834,"eastern Sichuan, China",usp000hd55,None
50,earthquake,2010-05-25T09:19:32.340Z,-65.425,179.875,10,5.5,1.0,"(1.0, None)",0.5,0.0301029996658834,Balleny Islands region,usp000hd5b,None
51,earthquake,2010-05-25T10:09:05.780Z,35.336,-35.924,10,6.3,1.0,"(1.0, None)",0.5,0.0301029996658834,northern Mid-Atlantic Ridge,usp000hd5e,None
52,earthquake,2010-05-25T13:09:26.030Z,-37.617,-72.852,34.8,5.3,1.0,"(1.0, None)",0.5,0.0301029996658834,"Araucania, Chile",usp000hd5m,None
53,earthquake,2010-05-25T23:36:14.590Z,17.145,-101.159,4.4,5.1,1.0,"(1.0, None)",0.5,0.0301029996658834,"offshore Guerrero, Mexico",usp000hd5z,None
54,earthquake,2010-05-26T07:51:09.660Z,-10.116,121.448,35,5,1.0,"(1.0, None)",0.5,0.0301029996658834,Savu Sea,usp000hd6f,None
55,earthquake,2010-05-26T08:53:08.030Z,25.773,129.944,10,6.5,1.0,"(1.0, None)",0.5,0.0301029996658834,"southeast of the Ryukyu Islands, Japan",usp000hd6j,None
56,earthquake,2010-05-26T11:51:23.840Z,25.715,130.097,10,5,1.0,"(1.0, None)",0.5,0.0301029996658834,"southeast of the Ryukyu Islands, Japan",usp000hd6s,None
57,earthquake,2010-05-26T18:06:54.620Z,-50.012,119.618,10,5.1,1.0,"(1.0, None)",0.5,0.0301029996658834,western Indian-Antarctic Ridge,usp000hd71,None
58,earthquake,2010-05-27T13:48:24.420Z,9.779,125.621,146.4,5,1.0,"(1.0, None)",0.5,0.0301029996658834,"Mindanao, Philippines",usp000hd80,None
59,earthquake,2010-05-27T17:14:46.570Z,-13.698,166.643,31,7.2,1.0,"(1.0, None)",0.5,0.0301029996658834,Vanuatu,usp000hd84,None
60,earthquake,2010-05-27T17:19:52.860Z,-14.458,167.008,35,5.1,1.0,"(1.0, None)",0.5,0.0301029996658834,Vanuatu,usp000hd85,None
61,earthquake,2010-05-27T17:24:23.110Z,-13.884,166.73,35,5.6,1.0,"(1.0, None)",0.5,0.0301029996658834,Vanuatu,usp000hd86,None
62,earthquake,2010-05-27T17:43:51.060Z,-17.985,-176.938,321.9,5.1,1.0,"(1.0, None)",0.5,0.0301029996658834,Fiji region,usp000hd88,None
63,earthquake,2010-05-27T17:45:28.700Z,-13.756,166.934,35,5.3,1.0,"(1.0, None)",0.5,0.0301029996658834,Vanuatu,usp000hd8a,None
64,earthquake,2010-05-27T19:16:40.540Z,-14.095,166.837,35,5,1.0,"(1.0, None)",0.5,0.0301029996658834,Vanuatu,usp000hd8m,None
65,earthquake,2010-05-27T20:48:00.440Z,-13.658,166.745,35,6.1,1.0,"(1.0, None)",0.5,0.0301029996658834,Vanuatu,usp000hd8v,None
66,earthquake,2010-05-27T22:20:13.000Z,-37.339,-74.257,28.4,5.2,1.0,"(1.0, None)",0.5,0.0301029996658834,"offshore Bio-Bio, Chile",usp000hd8y,None
67,earthquake,2010-05-28T04:25:58.630Z,-14.048,166.606,34,5.8,1.0,"(1.0, None)",0.5,0.0301029996658834,Vanuatu,usp000hd9c,None
68,earthquake,2010-05-28T07:25:02.580Z,31.135,77.839,18.8,5,1.0,"(1.0, None)",0.5,0.0301029996658834,"Himachal Pradesh, India",usp000hd9n,None
69,earthquake,2010-05-28T10:07:43.190Z,53.422,-163.155,19.8,5.4,1.0,"(1.0, None)",0.5,0.0301029996658834,"Unimak Island region, Alaska",usp000hd9t,None
70,earthquake,2010-05-28T10:09:52.650Z,53.523,-163.168,38.5,5,1.0,"(1.0, None)",0.5,0.0301029996658834,"Unimak Island region, Alaska",usp000hd9u,None
71,earthquake,2010-05-28T14:57:54.070Z,-13.677,166.376,35,5.2,1.0,"(1.0, None)",0.5,0.0301029996658834,Vanuatu,usp000hda8,None
72,earthquake,2010-05-28T18:32:41.750Z,-3.864,100.966,24.1,5.3,1.0,"(1.0, None)",0.5,0.0301029996658834,"Kepulauan Mentawai region, Indonesia",usp000hdad,None
73,earthquake,2010-05-28T19:26:51.680Z,-10.184,161.068,78.8,5.2,1.0,"(1.0, None)",0.5,0.0301029996658834,Solomon Islands,usp000hdag,None
74,earthquake,2010-05-29T02:29:48.640Z,33.165,96.07,7,5.8,1.0,"(1.0, None)",0.5,0.0301029996658834,"southern Qinghai, China",usp000hdaw,None
75,earthquake,2010-05-29T09:10:29.650Z,-13.661,166.648,35,5.1,1.0,"(1.0, None)",0.5,0.0301029996658834,Vanuatu,usp000hdbr,None
76,earthquake,2010-05-29T11:15:52.520Z,-13.94,166.638,35,5.1,1.0,"(1.0, None)",0.5,0.0301029996658834,Vanuatu,usp000hdbt,None
77,earthquake,2010-05-29T11:47:42.360Z,-13.968,166.685,35,5,1.0,"(1.0, None)",0.5,0.0301029996658834,Vanuatu,usp000hdbv,None
78,earthquake,2010-05-29T16:11:44.390Z,12.236,-88.484,27.9,5,1.0,"(1.0, None)",0.5,0.0301029996658834,off the coast of El Salvador,usp000hdc0,None
79,earthquake,2010-05-29T18:02:32.000Z,-19.372,169.196,140.1,5,1.0,"(1.0, None)",0.5,0.0301029996658834,Vanuatu,usp000hdc5,None
80,earthquake,2010-05-30T17:37:02.190Z,-56.161,-27.508,35,5,1.0,"(1.0, None)",0.5,0.0301029996658834,South Sandwich Islands region,usp000hddg,None
81,earthquake,2010-05-30T21:25:29.390Z,13.104,145.209,68.3,5,1.0,"(1.0, None)",0.5,0.0301029996658834,Guam region,usp000hddh,None
82,earthquake,2010-05-30T23:22:00.170Z,-58.234,-139.863,10,5,1.0,"(1.0, None)",0.5,0.0301029996658834,Pacific-Antarctic Ridge,usp000hddj,None
83,earthquake,2010-05-31T10:16:00.230Z,6.948,124.025,20,6,1.0,"(1.0, None)",0.5,0.0301029996658834,"Mindanao, Philippines",usp000hddw,None
84,earthquake,2010-05-31T19:51:45.870Z,11.132,93.471,112,6.5,1.0,"(1.0, None)",0.5,0.0301029996658834,"Andaman Islands, India region",usp000hde8,None
85,earthquake,2010-05-31T19:51:55.000Z,11.12,93.45,112,6.5,1.0,"(1.0, None)",0.5,0.0301029996658834,"Andaman Islands, India region",gcmt20100531195155,None
86,earthquake,2010-06-01T03:26:15.760Z,9.331,-84.206,18,6,1.0,"(1.0, None)",0.5,0.0301029996658834,Costa Rica,usp000hdem,None
87,earthquake,2010-06-01T16:05:29.580Z,-36.819,-73.505,14.6,5.6,1.0,"(1.0, None)",0.5,0.0301029996658834,"offshore Bio-Bio, Chile",usp000hdf9,None
88,earthquake,2010-06-01T16:47:32.010Z,-17.876,169.103,40.4,5.7,1.0,"(1.0, None)",0.5,0.0301029996658834,Vanuatu,usp000hdfd,None
89,earthquake,2010-06-02T01:49:03.940Z,-57.369,-26.446,127.4,5.9,1.0,"(1.0, None)",0.5,0.0301029996658834,South Sandwich Islands region,usp000hdfx,None
90,earthquake,2010-06-02T09:28:53.250Z,-6.159,149.413,34,5.9,1.0,"(1.0, None)",0.5,0.0301029996658834,"New Britain region, Papua New Guinea",usp000hdg9,None
91,earthquake,2010-06-02T18:51:07.290Z,-13.731,166.594,35,5.6,1.0,"(1.0, None)",0.5,0.0301029996658834,Vanuatu,usp000hdgp,None
92,earthquake,2010-06-03T04:32:42.550Z,70.712,-14.384,10,5.6,1.0,"(1.0, None)",0.5,0.0301029996658834,Jan Mayen Island region,usp000hdgx,None
93,earthquake,2010-06-03T05:35:44.760Z,33.335,96.15,24.2,5.5,1.0,"(1.0, None)",0.5,0.0301029996658834,"southern Qinghai, China",usp000hdh0,None
94,earthquake,2010-06-03T09:24:15.570Z,4.778,95.785,74,5.4,1.0,"(1.0, None)",0.5,0.0301029996658834,"northern Sumatra, Indonesia",usp000hdhd,None
95,earthquake,2010-06-03T10:16:15.170Z,70.766,-14.295,10,5,0.0,"(0.98958333333333337, None)",0.5,0.0301029996658834,Jan Mayen Island region,usp000hdhg,None
96,earthquake,2010-06-03T10:49:34.160Z,-56.168,-27.066,10,5,1.0,"(0.98969072164948457, None)",0.5,0.0301029996658834,South Sandwich Islands region,usp000hdhj,None
97,earthquake,2010-06-03T20:47:05.000Z,33.3,96.087,10,5.1,1.0,"(0.98979591836734693, None)",0.5,0.0301029996658834,"southern Qinghai, China",usp000hdj3,None
98,earthquake,2010-06-04T11:49:41.580Z,36.501,70.17,220.6,5.1,1.0,"(0.98989898989898994, None)",0.5,0.0301029996658834,"Hindu Kush region, Afghanistan",usp000hdk1,None
99,earthquake,2010-06-04T15:12:42.970Z,-9.555,108.279,35,5.1,1.0,"(0.98999999999999999, None)",0.5,0.0301029996658834,"south of Java, Indonesia",usp000hdk8,None
100,earthquake,2010-06-04T22:01:45.060Z,6.513,-82.462,21.1,5,1.0,"(0.99009900990099009, None)",0.5,0.0301029996658834,south of Panama,usp000hdkj,None
101,earthquake,2010-06-05T05:22:02.880Z,43.426,146.773,58,5.5,1.0,"(0.99019607843137258, None)",0.5,0.0301029996658834,Kuril Islands,usp000hdm1,None
102,earthquake,2010-06-05T16:59:15.930Z,28.169,65.966,10,5,1.0,"(0.99029126213592233, None)",0.5,0.0301029996658834,Pakistan,usp000hdme,None
103,earthquake,2010-06-05T17:43:17.660Z,1.597,127.389,147.4,5.1,1.0,"(0.99038461538461542, None)",0.5,0.0301029996658834,"Halmahera, Indonesia",usp000hdmg,None
104,earthquake,2010-06-06T02:20:01.870Z,-32.929,-179.346,55.6,5.4,1.0,"(0.99047619047619051, None)",0.5,0.0301029996658834,south of the Kermadec Islands,usp000hdn1,None
105,earthquake,2010-06-06T15:02:55.470Z,-15.09,-173.432,10,5.1,1.0,"(0.99056603773584906, None)",0.5,0.0301029996658834,Tonga,usp000hdnm,None
106,earthquake,2010-06-06T16:57:26.980Z,-8.572,112.451,87.6,5.1,1.0,"(0.99065420560747663, None)",0.5,0.0301029996658834,"Java, Indonesia",usp000hdnp,None
107,earthquake,2010-06-06T18:33:44.000Z,-57.25,-141.75,10,5.3,1.0,"(0.9907407407407407, None)",0.5,0.0301029996658834,Pacific-Antarctic Ridge,gcmt20100606183344,None
108,earthquake,2010-06-07T04:25:49.400Z,-0.894,-13.225,10,5.2,0.0,"(0.98165137614678899, None)",0.5,0.0301029996658834,north of Ascension Island,usp000hdnz,None
109,earthquake,2010-06-07T05:21:38.540Z,-36.984,78.401,10,5.1,0.0,"(0.97272727272727277, None)",0.5,0.0301029996658834,Mid-Indian Ridge,usp000hdp1,None
110,earthquake,2010-06-07T10:05:48.300Z,-4.59,-106.097,10,5.2,1.0,"(0.97297297297297303, None)",0.5,0.0301029996658834,central East Pacific Rise,usp000hdpe,None
111,earthquake,2010-06-08T06:32:24.070Z,-17.302,-72.593,36.3,5.1,1.0,"(0.9732142857142857, None)",0.5,0.0301029996658834,near the coast of southern Peru,usp000hdqh,None
112,earthquake,2010-06-09T03:54:55.360Z,-15.122,-70.494,169.9,5,1.0,"(0.97345132743362828, None)",0.5,0.0301029996658834,southern Peru,usp000hdrg,None
113,earthquake,2010-06-09T07:00:13.020Z,-20.086,169.162,35,5.3,1.0,"(0.97368421052631582, None)",0.5,0.0301029996658834,Vanuatu,usp000hdrr,None
114,earthquake,2010-06-09T08:57:41.220Z,1.944,127.167,113.7,5.4,1.0,"(0.97391304347826091, None)",0.5,0.0301029996658834,"Halmahera, Indonesia",usp000hdrt,None
115,earthquake,2010-06-09T16:54:23.660Z,70.399,-15.104,10,5,1.0,"(0.97413793103448276, None)",0.5,0.0301029996658834,Jan Mayen Island region,usp000hds5,None
116,earthquake,2010-06-09T23:23:17.350Z,-18.597,169.485,12,6,1.0,"(0.97435897435897434, None)",0.5,0.0301029996658834,Vanuatu,usp000hdsf,None
117,earthquake,2010-06-10T02:13:17.100Z,7.363,126.905,15,5.6,1.0,"(0.97457627118644063, None)",0.5,0.0301029996658834,"Mindanao, Philippines",usp000hdsq,None
118,earthquake,2010-06-10T03:08:29.700Z,-30.676,-177.516,35,5,1.0,"(0.97478991596638653, None)",0.5,0.0301029996658834,"Kermadec Islands, New Zealand",usp000hdsu,None
119,earthquake,2010-06-10T06:38:05.420Z,39.865,74.846,28.6,5.2,1.0,"(0.97499999999999998, None)",0.5,0.0301029996658834,"southern Xinjiang, China",usp000hdt2,None
120,earthquake,2010-06-10T13:36:07.500Z,-12.913,169.371,643.7,5.2,1.0,"(0.97520661157024791, None)",0.5,0.0301029996658834,Santa Cruz Islands region,usp000hdtf,None
121,earthquake,2010-06-11T02:25:15.990Z,17.764,119.392,24.8,5.1,1.0,"(0.97540983606557374, None)",0.5,0.0301029996658834,Philippine Islands region,usp000hdty,None
122,earthquake,2010-06-11T08:54:19.490Z,-34.753,-71.822,39.6,5,1.0,"(0.97560975609756095, None)",0.5,0.0301029996658834,"Libertador General Bernardo O'Higgins, Chile",usp000hdu8,None
123,earthquake,2010-06-11T12:40:19.700Z,-37.314,51.95,10,5.8,1.0,"(0.97580645161290325, None)",0.5,0.0301029996658834,South Indian Ocean,usp000hduj,None
124,earthquake,2010-06-11T16:37:48.050Z,26.688,142.503,7,5.7,1.0,"(0.97599999999999998, None)",0.5,0.0301029996658834,"Bonin Islands, Japan region",usp000hdut,None
125,earthquake,2010-06-11T16:58:36.070Z,26.712,142.688,10,5.5,1.0,"(0.97619047619047616, None)",0.5,0.0301029996658834,"Bonin Islands, Japan region",usp000hduu,None
126,earthquake,2010-06-11T20:55:02.710Z,-25.083,-176.233,7.7,5,1.0,"(0.97637795275590555, None)",0.5,0.0301029996658834,south of the Fiji Islands,usp000hdv3,None
127,earthquake,2010-06-12T02:21:25.620Z,-22.581,171.796,36.2,5.3,1.0,"(0.9765625, None)",0.5,0.0301029996658834,southeast of the Loyalty Islands,usp000hdvc,None
128,earthquake,2010-06-12T03:49:59.000Z,1.022,120.092,40.2,5.1,1.0,"(0.97674418604651159, None)",0.5,0.0301029996658834,"Minahasa, Sulawesi, Indonesia",usp000hdve,None
129,earthquake,2010-06-12T03:51:53.000Z,-28.383,-71.345,34.3,5.2,1.0,"(0.97692307692307689, None)",0.5,0.0301029996658834,"offshore Atacama, Chile",usp000hdvf,None
130,earthquake,2010-06-12T09:05:03.970Z,-35.392,-106.376,10,5.3,1.0,"(0.97709923664122134, None)",0.5,0.0301029996658834,southern East Pacific Rise,usp000hdvt,None
131,earthquake,2010-06-12T15:44:53.450Z,28.825,128.596,16.8,5.2,0.0,"(0.96969696969696972, None)",0.5,0.0301029996658834,"Ryukyu Islands, Japan",usp000hdw3,None
132,earthquake,2010-06-12T15:56:54.880Z,54.542,-161.473,50.7,5.1,0.0,"(0.96240601503759393, None)",0.5,0.0301029996658834,Alaska Peninsula,usp000hdw5,None
133,earthquake,2010-06-12T19:26:50.460Z,7.881,91.936,35,7.5,1.0,"(0.96268656716417911, None)",0.5,0.0301029996658834,"Nicobar Islands, India region",usp000hdwb,None
134,earthquake,2010-06-12T22:41:30.160Z,-10.894,166.115,120.9,5.3,1.0,"(0.96296296296296291, None)",0.5,0.0301029996658834,Santa Cruz Islands,usp000hdwk,None
135,earthquake,2010-06-12T22:44:42.140Z,7.674,91.967,35,5.2,1.0,"(0.96323529411764708, None)",0.5,0.0301029996658834,"Nicobar Islands, India region",usp000hdwm,None
136,earthquake,2010-06-13T02:20:22.780Z,-17.957,-66.778,269.5,5,1.0,"(0.96350364963503654, None)",0.5,0.0301029996658834,"Oruro, Bolivia",usp000hdwu,None
137,earthquake,2010-06-13T03:32:57.240Z,37.372,141.625,27,5.9,1.0,"(0.96376811594202894, None)",0.5,0.0301029996658834,"near the east coast of Honshu, Japan",usp000hdx3,None
138,earthquake,2010-06-13T04:01:07.680Z,7.86,92.09,37.3,5,1.0,"(0.96402877697841727, None)",0.5,0.0301029996658834,"Nicobar Islands, India region",usp000hdx5,None
139,earthquake,2010-06-13T06:26:04.790Z,7.779,91.992,35,5.2,0.0,"(0.95714285714285718, None)",0.5,0.0301029996658834,"Nicobar Islands, India region",usp000hdxb,None
140,earthquake,2010-06-13T07:05:35.620Z,7.794,91.895,27.7,5.2,0.0,"(0.95035460992907805, None)",0.5,0.0301029996658834,"Nicobar Islands, India region",usp000hdxd,None
141,earthquake,2010-06-13T07:48:47.810Z,22.739,-108.008,10,5.2,0.0,"(0.94366197183098588, None)",0.5,0.0301029996658834,"off the coast of Baja California Sur, Mexico",usp000hdxj,None
142,earthquake,2010-06-13T08:41:21.400Z,22.866,-107.816,10,5,1.0,"(0.94405594405594406, None)",0.5,0.0301029996658834,"off the coast of Sinaloa, Mexico",usp000hdxn,None
143,earthquake,2010-06-13T12:13:24.650Z,-0.201,34.489,10,5,0.0,"(0.9375, None)",0.5,0.0301029996658834,"Lake Victoria region, Kenya",usp000hdxv,None
144,earthquake,2010-06-13T12:25:20.810Z,-37.281,-94.289,10,5,1.0,"(0.93793103448275861, None)",0.5,0.0301029996658834,West Chile Rise,usp000hdxx,None
145,earthquake,2010-06-13T17:51:23.460Z,-5.971,147.616,54.3,5,1.0,"(0.93835616438356162, None)",0.5,0.0301029996658834,"eastern New Guinea region, Papua New Guinea",usp000hdy9,None
146,earthquake,2010-06-13T22:22:56.970Z,3.783,126.643,66.4,5,0.0,"(0.93197278911564629, None)",0.5,0.0301029996658834,"Kepulauan Talaud, Indonesia",usp000hdye,None
147,earthquake,2010-06-14T11:51:56.320Z,-26.415,27.474,2,5,1.0,"(0.93243243243243246, None)",0.5,0.0301029996658834,South Africa,usp000hdz5,None
148,earthquake,2010-06-15T00:31:18.000Z,24.04,121.62,16.7,5.3,1.0,"(0.93288590604026844, None)",0.5,0.0301029996658834,Taiwan,usp000hdzt,None
149,earthquake,2010-06-15T04:26:58.480Z,32.7,-115.921,5.4,5.8,1.0,"(0.93333333333333335, None)",0.5,0.0301029996658834,Southern California,usp000he04,None
150,earthquake,2010-06-15T22:06:58.470Z,-61.305,-35.922,27.9,5.1,1.0,"(0.93377483443708609, None)",0.5,0.0301029996658834,Scotia Sea,usp000he2t,None
151,earthquake,2010-06-15T23:24:27.650Z,7.404,91.823,35,5,1.0,"(0.93421052631578949, None)",0.5,0.0301029996658834,"Nicobar Islands, India region",usp000he2x,None
152,earthquake,2010-06-16T00:04:52.140Z,-6.46,129.181,223.3,5.3,1.0,"(0.934640522875817, None)",0.5,0.0301029996658834,Banda Sea,usp000he31,None
153,earthquake,2010-06-16T00:53:01.050Z,-1.461,119.35,54.7,5.4,1.0,"(0.93506493506493504, None)",0.5,0.0301029996658834,"Sulawesi, Indonesia",usp000he33,None
154,earthquake,2010-06-16T02:47:25.560Z,-10.26,161.433,42.8,5.6,0.0,"(0.92903225806451617, None)",0.5,0.0301029996658834,Solomon Islands,usp000he3a,None
155,earthquake,2010-06-16T03:06:02.420Z,-2.386,136.635,13,6.2,0.0,"(0.92307692307692313, None)",0.5,0.0301029996658834,"near the north coast of Papua, Indonesia",usp000he3d,None
156,earthquake,2010-06-16T03:16:27.550Z,-2.174,136.543,18,7,0.0,"(0.91719745222929938, None)",0.5,0.0301029996658834,"near the north coast of Papua, Indonesia",usp000he3f,None
157,earthquake,2010-06-16T03:24:24.940Z,-1.792,136.228,10,5,0.0,"(0.91139240506329111, None)",0.5,0.0301029996658834,"Biak region, Indonesia",usp000he3h,None
158,earthquake,2010-06-16T03:33:54.950Z,58.033,-139.375,5.3,5.1,0.0,"(0.90566037735849059, None)",0.5,0.0301029996658834,off the coast of Southeastern Alaska,usp000he3j,None
159,earthquake,2010-06-16T03:38:14.380Z,-2.243,136.717,10.7,5.2,0.0,"(0.90000000000000002, None)",0.5,0.0301029996658834,"near the north coast of Papua, Indonesia",usp000he3k,None
160,earthquake,2010-06-16T03:56:13.430Z,51.68,-173.799,50.8,5.1,0.0,"(0.89440993788819878, None)",0.5,0.0301029996658834,"Andreanof Islands, Aleutian Islands, Alaska",usp000he3m,None
161,earthquake,2010-06-16T03:58:08.480Z,-2.329,136.484,10.5,6.6,0.0,"(0.88888888888888884, None)",0.5,0.0301029996658834,"near the north coast of Papua, Indonesia",usp000he3n,None
162,earthquake,2010-06-16T06:10:44.550Z,-1.849,136.453,10,5,0.0,"(0.8834355828220859, None)",0.5,0.0301029996658834,"Biak region, Indonesia",usp000he47,None
163,earthquake,2010-06-16T12:24:42.600Z,2.635,128.53,41.3,5.1,1.0,"(0.88414634146341464, None)",0.5,0.0301029996658834,"Halmahera, Indonesia",usp000he4u,None
164,earthquake,2010-06-17T11:30:27.420Z,14.418,56.388,10,5.1,1.0,"(0.88484848484848488, None)",0.5,0.0301029996658834,Owen Fracture Zone region,usp000he6w,None
165,earthquake,2010-06-17T13:06:46.590Z,-33.168,179.719,170.4,6,1.0,"(0.88554216867469882, None)",0.5,0.0301029996658834,south of the Kermadec Islands,usp000he6x,None
166,earthquake,2010-06-17T16:35:34.590Z,-1.173,123.7,43.4,5.1,1.0,"(0.88622754491017963, None)",0.5,0.0301029996658834,"Sulawesi, Indonesia",usp000he78,None
167,earthquake,2010-06-18T02:23:05.580Z,44.448,148.689,28,6.2,1.0,"(0.88690476190476186, None)",0.5,0.0301029996658834,Kuril Islands,usp000he7r,None
168,earthquake,2010-06-18T14:42:53.310Z,-8.58,111.34,73.9,5,0.0,"(0.88165680473372776, None)",0.5,0.0301029996658834,"Java, Indonesia",usp000he85,None
169,earthquake,2010-06-18T23:09:31.020Z,13.197,93.087,20,5.9,1.0,"(0.88235294117647056, None)",0.5,0.0301029996658834,"Andaman Islands, India region",usp000he8q,None
170,earthquake,2010-06-19T02:39:17.590Z,44.43,148.841,44.5,5.2,1.0,"(0.88304093567251463, None)",0.5,0.0301029996658834,Kuril Islands,usp000he8v,None
171,earthquake,2010-06-19T10:00:50.020Z,41.42,142.453,34.3,5,0.0,"(0.87790697674418605, None)",0.5,0.0301029996658834,"Hokkaido, Japan region",usp000he9a,None
172,earthquake,2010-06-19T11:22:46.380Z,-3.319,150.523,35,5.3,0.0,"(0.87283236994219648, None)",0.5,0.0301029996658834,"New Ireland region, Papua New Guinea",usp000he9d,None
173,earthquake,2010-06-20T10:21:35.310Z,-5.885,146.648,80.5,5.4,1.0,"(0.87356321839080464, None)",0.5,0.0301029996658834,"eastern New Guinea region, Papua New Guinea",usp000hea7,None
174,earthquake,2010-06-20T21:08:51.580Z,-36.129,-100.176,23.2,5.6,0.0,"(0.86857142857142855, None)",0.5,0.0301029996658834,southeast of Easter Island,usp000heay,None
175,earthquake,2010-06-21T10:23:20.350Z,-17.18,166.83,35,5,1.0,"(0.86931818181818177, None)",0.5,0.0301029996658834,Vanuatu,usp000hebq,None
176,earthquake,2010-06-21T16:41:59.630Z,-49.939,110.641,10,5,1.0,"(0.87005649717514122, None)",0.5,0.0301029996658834,southeast Indian Ridge,usp000hebz,None
177,earthquake,2010-06-22T08:45:06.780Z,7.563,91.879,27.8,5,1.0,"(0.8707865168539326, None)",0.5,0.0301029996658834,"Nicobar Islands, India region",usp000hece,None
178,earthquake,2010-06-22T21:50:02.290Z,-55.769,-27.273,31.5,5,1.0,"(0.87150837988826813, None)",0.5,0.0301029996658834,South Sandwich Islands region,usp000hed3,None
179,earthquake,2010-06-22T22:16:20.590Z,-19.201,-177.553,562.5,5.8,0.0,"(0.8666666666666667, None)",0.5,0.0301029996658834,Fiji region,usp000hed6,None
180,earthquake,2010-06-22T23:14:10.840Z,29.872,80.428,16.3,5.2,1.0,"(0.86740331491712708, None)",0.5,0.0301029996658834,Nepal-India border region,usp000hed7,None
181,earthquake,2010-06-23T00:11:48.320Z,-5.684,146.403,86,5,1.0,"(0.86813186813186816, None)",0.5,0.0301029996658834,"eastern New Guinea region, Papua New Guinea",usp000heda,None
182,earthquake,2010-06-23T17:41:41.000Z,45.88,-75.48,22.4,5.2,1.0,"(0.86885245901639341, None)",0.5,0.0301029996658834,"Ontario-Quebec border region, Canada",usp000hee0,None
183,earthquake,2010-06-24T04:07:23.700Z,-35.595,-17.617,10,5.1,1.0,"(0.86956521739130432, None)",0.5,0.0301029996658834,southern Mid-Atlantic Ridge,usp000heex,None
184,earthquake,2010-06-24T04:08:35.060Z,7.696,91.958,20.5,5.5,0.0,"(0.86486486486486491, None)",0.5,0.0301029996658834,"Nicobar Islands, India region",usp000heey,None
185,earthquake,2010-06-24T05:32:27.400Z,-5.514,151.161,40,6.1,0.0,"(0.86021505376344087, None)",0.5,0.0301029996658834,"New Britain region, Papua New Guinea",usp000hef3,None
186,earthquake,2010-06-24T13:24:09.530Z,-36.875,-73.535,35,5,1.0,"(0.86096256684491979, None)",0.5,0.0301029996658834,"offshore Bio-Bio, Chile",usp000hefj,None
187,earthquake,2010-06-24T13:49:05.300Z,-34.539,-108.393,10,5.1,1.0,"(0.86170212765957444, None)",0.5,0.0301029996658834,southern East Pacific Rise,usp000hefk,None
188,earthquake,2010-06-24T18:07:46.760Z,7.622,91.979,26.1,5,1.0,"(0.86243386243386244, None)",0.5,0.0301029996658834,"Nicobar Islands, India region",usp000hefx,None
189,earthquake,2010-06-25T07:29:00.690Z,7.588,91.856,35,5.2,1.0,"(0.86315789473684212, None)",0.5,0.0301029996658834,"Nicobar Islands, India region",usp000hegr,None
190,earthquake,2010-06-25T17:09:01.510Z,15.766,-96.251,27.4,5.2,1.0,"(0.86387434554973819, None)",0.5,0.0301029996658834,"Oaxaca, Mexico",usp000heh8,None
191,earthquake,2010-06-26T05:30:19.490Z,-10.627,161.447,35,6.7,1.0,"(0.86458333333333337, None)",0.5,0.0301029996658834,Solomon Islands,usp000hej3,None
192,earthquake,2010-06-26T08:56:24.830Z,-32.917,-177.933,35.1,5.2,0.0,"(0.86010362694300513, None)",0.5,0.0301029996658834,south of the Kermadec Islands,usp000hej9,None
193,earthquake,2010-06-26T09:50:43.090Z,-8.07,108.089,68,5.9,1.0,"(0.86082474226804129, None)",0.5,0.0301029996658834,"Java, Indonesia",usp000hejb,None
194,earthquake,2010-06-26T18:40:14.170Z,-4.689,-77.232,117.1,5.2,0.0,"(0.85641025641025637, None)",0.5,0.0301029996658834,northern Peru,usp000hejm,None
195,earthquake,2010-06-26T19:01:18.490Z,-18.927,-69.164,104.4,5.4,0.0,"(0.85204081632653061, None)",0.5,0.0301029996658834,"Tarapaca, Chile",usp000hejp,None
196,earthquake,2010-06-26T22:43:59.570Z,-6.132,130.286,144.2,5,0.0,"(0.84771573604060912, None)",0.5,0.0301029996658834,Banda Sea,usp000hejv,None
197,earthquake,2010-06-27T06:32:03.080Z,12.064,46.493,10,5,1.0,"(0.84848484848484851, None)",0.5,0.0301029996658834,Gulf of Aden,usp000hekd,None
198,earthquake,2010-06-27T07:15:51.450Z,-36.875,-73.48,35,5,0.0,"(0.84422110552763818, None)",0.5,0.0301029996658834,"offshore Bio-Bio, Chile",usp000hekf,None
199,earthquake,2010-06-27T08:47:42.070Z,-4.489,101.342,27.6,5.4,0.0,"(0.83999999999999997, None)",0.5,0.0301029996658834,"southern Sumatra, Indonesia",usp000hekj,None
200,earthquake,2010-06-27T09:43:51.360Z,14.002,95.347,34.8,5,1.0,"(0.84079601990049746, None)",0.5,0.0301029996658834,"Andaman Islands, India region",usp000hekm,None
201,earthquake,2010-06-27T10:51:47.720Z,13.417,95.768,39.6,5,0.0,"(0.8366336633663366, None)",0.5,0.0301029996658834,"Andaman Islands, India region",usp000hekp,None
202,earthquake,2010-06-27T13:01:39.410Z,-8.873,160.863,35,5.1,0.0,"(0.83251231527093594, None)",0.5,0.0301029996658834,Solomon Islands,usp000hekx,None
