time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-08-03T09:38:06.800Z,3.5848,-77.6941,62.43,5,mwr,,55,3.589,0.96,us,usb000rzmp,2015-01-30T08:59:46.549Z,"77km W of Buenaventura, Colombia",earthquake
2014-08-03T08:30:13.570Z,27.1891,103.4086,12,6.2,mww,,13,2.143,1,us,usb000rzmg,2015-01-30T05:03:36.888Z,"11km W of Wenping, China",earthquake
2014-08-03T07:29:59.300Z,-55.5532,-28.3484,10,5,mb,,45,4.865,0.55,us,usb000rzm6,2014-10-29T19:52:58.000Z,"146km NNW of Visokoi Island, ",earthquake
2014-08-03T05:57:30.560Z,29.2757,85.4967,10,5.2,mb,,38,4.926,0.61,us,usb000rzm0,2014-10-29T19:52:58.000Z,"26km ESE of Saga, China",earthquake
2014-08-03T04:48:49.820Z,-3.3649,146.4927,39.2,5,mb,,47,5.717,0.9,us,usb000rzli,2014-10-29T19:52:57.000Z,"171km SSW of Lorengau, Papua New Guinea",earthquake
2014-08-03T04:06:03.740Z,28.0487,128.0642,10,5.7,mww,,23,1.222,0.89,us,usb000rzlc,2014-10-29T19:52:57.000Z,"143km WSW of Naze, Japan",earthquake
2014-08-03T00:26:41.860Z,0.9871,146.2597,14.87,5.7,mb,,22,6.553,0.76,us,usb000rzkl,2014-10-29T19:52:57.000Z,"Federated States of Micronesia region",earthquake
2014-08-03T00:22:03.680Z,0.8295,146.1688,13,6.9,mww,,12,6.393,0.93,us,usb000rzki,2014-10-29T19:52:55.000Z,"Federated States of Micronesia region",earthquake
2014-08-02T14:02:18.760Z,-55.4278,-28.3088,7.24,5.6,mwb,,46,4.863,0.93,us,usb000rzgn,2014-10-29T19:52:54.000Z,"157km NNW of Visokoi Island, ",earthquake
2014-08-02T10:33:26.440Z,-9.1421,67.337,10,5.5,mwb,,55,5.296,0.87,us,usb000rzg0,2014-10-29T19:52:54.000Z,"Mid-Indian Ridge",earthquake
2014-08-01T13:12:56.140Z,17.506,146.5315,108.69,5,mb,,38,0.951,1.04,us,usb000rz4k,2014-10-29T19:52:53.000Z,"104km SE of Pagan, Northern Mariana Islands",earthquake
2014-08-01T13:01:47.930Z,-17.5635,-173.6468,10,5.1,mb,,63,3.84,1.45,us,usb000rz4j,2014-10-29T19:52:53.000Z,"125km NNE of Neiafu, Tonga",earthquake
2014-08-01T04:11:16.520Z,36.8561,3.181,10,5.5,mww,,36,2.608,0.9,us,usb000rz1p,2015-01-29T00:45:21.495Z,"11km N of Bordj el Kiffan, Algeria",earthquake
2014-07-31T18:10:02.770Z,14.9238,145.4737,123.22,5,mb,,30,1.427,0.68,us,usb000ryyd,2014-10-29T19:52:52.000Z,"16km WSW of JP Tinian Town pre-WW2, Northern Mariana Islands",earthquake
2014-07-31T18:09:17.000Z,-16.68,-71.43,114,5,mb,,,,1.54,us,usb000ryyc,2014-10-29T19:52:52.000Z,"33km SSE of Arequipa, Peru",earthquake
2014-07-31T17:38:45.310Z,-55.5365,-27.6692,24.48,5.4,mb,,55,5.241,0.83,us,usb000ryxz,2014-10-29T19:52:52.000Z,"132km NNW of Visokoi Island, ",earthquake
2014-07-31T17:34:08.620Z,12.3436,95.0439,26.23,5.1,mb,,79,2.352,0.78,us,usb000s24x,2014-10-29T19:52:52.000Z,"260km ENE of Port Blair, India",earthquake
2014-07-31T15:56:29.510Z,-55.3643,-27.5085,12.19,5,mb,,51,5.304,0.61,us,usb000ryvw,2014-10-29T19:52:52.000Z,"149km N of Visokoi Island, ",earthquake
2014-07-31T13:41:00.830Z,12.4337,95.2033,10,5.8,mww,,61,2.527,0.98,us,usb000ryuh,2014-10-29T19:52:52.000Z,"280km ENE of Port Blair, India",earthquake
2014-07-31T00:17:57.300Z,-23.5289,-176.352,48.57,5.4,mwb,,28,5.865,0.71,us,usb000ryr1,2014-10-29T19:52:51.000Z,"282km SSW of `Ohonua, Tonga",earthquake
2014-07-30T16:00:58.470Z,-7.1633,154.8448,10,5.9,mww,,28,3.979,0.7,us,usb000rykv,2014-10-29T19:52:50.000Z,"117km SW of Panguna, Papua New Guinea",earthquake
2014-07-30T02:24:27.710Z,-19.0592,-12.2931,16.43,5.2,mwc,,24,6.966,0.46,us,usb000ryhe,2014-10-29T19:52:49.000Z,"Southern Mid-Atlantic Ridge",earthquake
2014-07-30T01:32:10.330Z,26.3803,53.5163,12.46,5.3,mwb,,36,1.006,0.77,us,usb000ryha,2015-01-29T20:13:33.326Z,"53km WSW of Kish, Iran",earthquake
2014-07-29T22:04:43.500Z,35.3766,-36.2607,10,5.5,mwb,,65,5.67,0.77,us,usb000ryg1,2014-10-25T01:49:43.000Z,"Northern Mid-Atlantic Ridge",earthquake
2014-07-29T18:04:55.150Z,-10.7241,161.6945,60.16,5,mb,,28,2.142,1.07,us,usb000ryd5,2014-10-25T01:49:43.000Z,"38km SW of Kirakira, Solomon Islands",earthquake
2014-07-29T16:50:13.430Z,-23.558,-176.4966,35,5.2,mb,,76,5.807,0.64,us,usb000ryc4,2014-10-25T01:49:43.000Z,"293km SSW of Vaini, Tonga",earthquake
2014-07-29T13:27:40.080Z,-3.422,146.769,9.77,6,mww,,14,5.436,0.86,us,usb000ry9u,2014-10-25T01:49:42.000Z,"164km SSW of Lorengau, Papua New Guinea",earthquake
2014-07-29T10:46:14.700Z,17.6818,-95.6533,107,6.3,mww,,43,0.94,1.54,us,usb000ry8m,2015-01-28T17:50:48.609Z,"24km SE of Playa Vicente, Mexico",earthquake
2014-07-29T07:16:40.940Z,-10.2071,87.7016,10,5.1,mb,,55,9.174,1.02,us,usb000ry7w,2014-10-25T01:49:42.000Z,"South Indian Ocean",earthquake
2014-07-29T07:07:07.130Z,14.3603,93.0904,12,5.3,mwb,,28,2.709,1.18,us,usb000ry7u,2014-10-25T01:49:42.000Z,"297km N of Bamboo Flat, India",earthquake
2014-07-29T03:32:59.800Z,14.602,-92.644,56.9,5.4,mwb,,,,1.26,us,usb000ry71,2015-01-29T21:49:22.726Z,"27km WSW of Puerto Madero, Mexico",earthquake
2014-07-28T23:00:48.140Z,-6.9216,143.873,10,5.6,mww,,11,4.083,0.82,us,usb000ry5u,2014-10-25T01:49:42.000Z,"71km S of Ialibu, Papua New Guinea",earthquake
2014-07-28T08:03:09.820Z,-17.3193,66.7757,10,5.4,mwb,,49,18.652,1.12,us,usb000rxvu,2014-10-25T01:49:41.000Z,"Mauritius - Reunion region",earthquake
2014-07-28T03:36:46.020Z,7.5014,136.769,5,5.6,mww,,22,9.963,0.59,us,usb000rxuc,2014-10-25T01:49:40.000Z,"131km SW of Ngulu, Micronesia",earthquake
2014-07-27T04:02:12.490Z,-24.7314,-177.4346,171.27,5.1,mb,,59,4.517,0.77,us,usb000rxp3,2014-10-25T01:49:39.000Z,"South of the Fiji Islands",earthquake
2014-07-27T01:28:38.000Z,23.8,-46.6,20,6.6,Mi,64,136.8,,,pt,pt14208000,2014-07-27T01:41:35.899Z,"Northern Mid-Atlantic Ridge",earthquake
2014-07-27T01:28:37.440Z,23.724,-45.5809,10,6,mww,,43,16.915,0.71,us,usb000rxni,2014-10-25T01:49:39.000Z,"Northern Mid-Atlantic Ridge",earthquake
2014-07-26T17:11:16.450Z,-21.1978,-15.1695,14.5,5.1,mb,,25,25.24,0.56,us,usb000rxlb,2014-10-25T01:49:38.000Z,"Southern Mid-Atlantic Ridge",earthquake
2014-07-26T11:13:48.110Z,-60.0379,-18.6749,10,5.8,mwc,,45,11.239,0.69,us,usb000rxjy,2014-10-25T01:49:38.000Z,"East of the South Sandwich Islands",earthquake
2014-07-26T10:59:29.520Z,-60.0038,-18.5575,10,5.1,mb,,47,13.293,0.64,us,usb000rxjv,2014-10-25T01:49:38.000Z,"East of the South Sandwich Islands",earthquake
2014-07-25T23:22:10.820Z,43.4696,147.3106,61.79,5.1,mb,,82,3.387,0.7,us,usb000rxg5,2014-10-25T01:49:37.000Z,"60km SE of Shikotan, Russia",earthquake
2014-07-25T17:05:44.770Z,28.8286,143.6107,23.86,5,mb,,41,2.138,0.62,us,usb000rxa3,2014-10-25T01:49:37.000Z,"237km NE of Chichi-shima, Japan",earthquake
2014-07-25T10:54:49.720Z,58.3062,-136.9601,10,6.1,mww,,28,1.14,1.36,us,usb000rx5i,2015-01-28T15:24:14.545Z,"72km W of Gustavus, Alaska",earthquake
2014-07-25T08:32:40.500Z,-25.4063,-175.2115,30.97,5,mb,,113,4.523,0.84,us,usb000rx37,2014-10-25T01:49:36.000Z,"South of Tonga",earthquake
2014-07-25T04:18:16.240Z,41.5694,142.1922,64.06,5.1,mb,,113,0.847,0.92,us,usb000rx2a,2014-10-25T01:49:35.000Z,"86km S of Shizunai, Japan",earthquake
2014-07-24T23:57:26.640Z,10.3969,125.2877,23.23,5.3,mwb,,18,3.318,0.82,us,usb000rx1j,2015-01-30T12:35:34.976Z,"6km NE of Hinundayan, Philippines",earthquake
2014-07-24T17:10:19.940Z,-5.5457,145.422,68.63,5.4,mb,,24,4.203,0.87,us,usb000rwxu,2014-10-25T01:49:34.000Z,"54km SW of Madang, Papua New Guinea",earthquake
2014-07-24T08:41:07.550Z,-9.1269,111.5753,35,5,mb,,23,1.593,1.35,us,usb000rwt6,2015-01-31T02:09:28.070Z,"92km S of Ngulung Wetan, Indonesia",earthquake
2014-07-23T21:39:08.470Z,-20.2267,-68.6776,118.73,5.6,mww,,32,0.455,0.75,us,usb000rwqe,2014-10-25T01:49:34.000Z,"153km E of Iquique, Chile",earthquake
2014-07-23T05:52:29.030Z,0.4779,67.0817,10,5.3,mwb,,109,12.671,1.19,us,usb000rwdr,2014-10-25T01:49:33.000Z,"Carlsberg Ridge",earthquake
2014-07-23T00:28:15.700Z,16.8435,-100.2147,10,5,mb,,96,1.217,1.18,us,usb000rwc3,2015-01-30T18:56:36.006Z,"26km SW of Coyuca de Benitez, Mexico",earthquake
2014-07-22T15:22:39.160Z,27.6039,57.3339,10,5.1,mb,,43,2.835,0.61,us,usb000rw57,2014-10-17T21:12:14.000Z,"56km NNE of Minab, Iran",earthquake
2014-07-22T14:11:15.230Z,-20.3258,-176.177,208.14,5,mb,,31,6.017,0.8,us,usb000rw4q,2014-10-17T21:12:14.000Z,"135km NW of Nuku`alofa, Tonga",earthquake
2014-07-21T19:37:33.000Z,51.3047,-174.932,25.6,5.1,mb,,,,0.61,us,usb000rv9t,2014-10-17T21:12:13.000Z,"111km SSW of Atka, Alaska",earthquake
2014-07-21T14:54:41.000Z,-19.8015,-178.4001,615.42,6.9,mww,,15,3.934,0.96,us,usb000ruzk,2014-10-17T21:12:13.000Z,"99km NNE of Ndoi Island, Fiji",earthquake
2014-07-21T00:21:27.190Z,-20.1414,-70.5873,25.59,5,mww,,96,0.568,0.78,us,usb000ruwb,2014-10-17T21:12:12.000Z,"47km W of Iquique, Chile",earthquake
2014-07-20T18:32:47.790Z,44.6419,148.7838,61,6.2,mww,,16,4.468,1.07,us,usb000ruu6,2015-01-31T04:31:38.546Z,"96km SE of Kuril'sk, Russia",earthquake
2014-07-20T09:23:29.730Z,14.8647,-92.5238,79.13,5.1,mb,,62,0.87,1.29,us,usb000rurw,2014-10-17T21:12:11.000Z,"7km W of Mazatan, Mexico",earthquake
2014-07-20T04:18:47.910Z,-29.9144,-177.3888,10,5.2,mwc,,46,0.816,0.79,us,usb000rupz,2014-10-17T21:12:11.000Z,"87km SE of Raoul Island, New Zealand",earthquake
2014-07-19T14:14:01.850Z,11.7448,57.6382,10,6,mww,,51,3.652,1.21,us,usb000ruks,2014-10-17T21:12:10.000Z,"Owen Fracture Zone region",earthquake
2014-07-19T12:27:10.040Z,-15.8239,-174.4517,227.27,6.2,mww,,23,3.21,0.65,us,usb000rujq,2014-10-17T21:12:10.000Z,"76km W of Hihifo, Tonga",earthquake
2014-07-19T07:17:56.180Z,36.8785,71.0988,83.67,5.2,mwb,,21,0.485,1.34,us,usb000ruhx,2014-10-17T21:12:10.000Z,"23km E of Jarm, Afghanistan",earthquake
2014-07-19T06:15:24.890Z,-31.7777,179.4668,439.67,5.1,mb,,53,3.379,1.19,us,usb000ruhg,2014-10-17T21:12:10.000Z,"159km WSW of L'Esperance Rock, New Zealand",earthquake
2014-07-18T18:44:27.490Z,-20.4823,168.7607,28.41,5.1,mb,,34,2.677,0.81,us,usb000ru9p,2014-10-17T21:12:09.000Z,"115km SSW of Isangel, Vanuatu",earthquake
2014-07-18T18:23:05.390Z,-34.6335,-179.5797,28,5.4,mwb,,21,3.386,0.97,us,usb000ru8u,2014-10-17T21:12:09.000Z,"South of the Kermadec Islands",earthquake
2014-07-18T08:58:34.980Z,-16.2047,168.4613,35,5.2,mb,,55,1.426,1.04,us,usb000ru3d,2014-10-17T21:12:08.000Z,"112km E of Lakatoro, Vanuatu",earthquake
2014-07-18T05:24:10.400Z,-20.1536,-70.8707,14.81,5,mww,,96,0.766,1.25,us,usb000ru1u,2014-10-17T21:12:08.000Z,"76km W of Iquique, Chile",earthquake
2014-07-17T18:08:38.220Z,-6.1536,154.3521,64.42,5.1,mb,,21,2.924,0.58,us,usb000rtu5,2014-10-17T21:12:07.000Z,"126km W of Panguna, Papua New Guinea",earthquake
2014-07-17T13:55:53.750Z,-3.68,140.0667,41.78,5.3,mb,,29,1.321,1,us,usb000rtr7,2014-10-17T21:12:07.000Z,"129km SSW of Abepura, Indonesia",earthquake
2014-07-17T11:49:33.000Z,60.3491,-140.3333,10,6,mb,,,,1.15,ak,ak11328120,2015-01-30T08:42:19.903Z,"90km NNW of Yakutat, Alaska",earthquake
2014-07-17T06:11:50.770Z,22.1411,121.4699,10,5.1,mb,,33,0.763,0.83,us,usb000rtmc,2014-10-17T21:12:06.000Z,"76km SSE of Taitung City, Taiwan",earthquake
2014-07-16T18:24:20.000Z,-10.044,160.8698,21.2,5.2,mwb,,59,1.09,0.64,us,usb000rtfq,2014-10-17T21:12:05.000Z,"121km SE of Honiara, Solomon Islands",earthquake
2014-07-16T16:56:11.740Z,-10.0341,160.838,26.78,5.2,mwb,,28,1.058,0.86,us,usb000rtf2,2014-10-17T21:12:05.000Z,"117km SE of Honiara, Solomon Islands",earthquake
2014-07-16T10:58:28.380Z,-21.9255,-175.5582,32.38,5.4,mwb,,56,7.595,0.66,us,usb000rtdb,2014-10-17T21:12:05.000Z,"88km SSW of Vaini, Tonga",earthquake
2014-07-15T22:13:17.590Z,52.8809,-167.6007,29.95,5.1,mb,,122,0.558,0.77,us,usb000rta6,2014-10-10T08:02:20.000Z,"85km E of Nikolski, Alaska",earthquake
2014-07-15T16:39:01.550Z,-4.1785,151.3765,10,5.6,mww,,25,0.785,0.84,us,usb000rt5g,2014-10-10T08:02:20.000Z,"88km W of Rabaul, Papua New Guinea",earthquake
2014-07-15T10:30:30.280Z,-4.1972,151.3845,10,5.7,mww,,12,0.777,1.24,us,usb000rt3b,2014-10-10T08:02:19.000Z,"87km W of Rabaul, Papua New Guinea",earthquake
2014-07-15T09:44:58.890Z,-4.1115,151.3872,10,5.8,mww,,15,0.778,1.32,us,usb000rt2u,2014-10-10T08:02:19.000Z,"87km W of Rabaul, Papua New Guinea",earthquake
2014-07-15T02:38:00.250Z,-0.3341,119.7836,52.05,5,mb,,46,2.979,0.74,us,usb000rt0x,2014-10-10T08:02:19.000Z,"62km N of Palu, Indonesia",earthquake
2014-07-14T11:24:36.290Z,-17.858,-73.429,10,5.2,mww,,59,2.979,1,us,usb000rss6,2014-10-10T08:02:18.000Z,"156km SSW of Camana, Peru",earthquake
2014-07-14T07:59:57.290Z,5.7144,126.4776,20,6.3,mww,,44,1.615,1.07,us,usb000rsr5,2015-01-30T09:58:05.450Z,"78km SSE of Pondaguitan, Philippines",earthquake
2014-07-14T05:44:13.280Z,-26.7739,-114.5879,10,5.4,mwb,,59,33.581,0.88,us,usb000rsqm,2014-10-10T08:02:17.000Z,"Easter Island region",earthquake
2014-07-14T05:05:03.200Z,-8.8188,111.2529,52.51,5.5,mww,,44,1.154,1.23,us,usb000rsqi,2015-01-30T02:46:49.044Z,"63km SSW of Ngulung Wetan, Indonesia",earthquake
2014-07-13T20:54:14.560Z,-20.2585,-70.3475,33.12,5.5,mww,,83,0.343,1.14,us,usb000rsnz,2015-01-30T03:39:35.218Z,"21km W of Iquique, Chile",earthquake
2014-07-13T20:00:36.940Z,-4.0484,151.2699,10,5.8,mww,,37,6.705,1.12,us,usb000rsns,2014-10-10T08:02:17.000Z,"101km W of Rabaul, Papua New Guinea",earthquake
2014-07-13T16:23:44.680Z,36.4088,67.7024,35,5,mb,,69,2.161,0.75,us,usb000rsmy,2014-10-10T08:02:16.000Z,"32km S of Khulm, Afghanistan",earthquake
2014-07-13T15:07:00.680Z,-2.1663,100.0392,40.9,5,mb,,89,2.67,0.91,us,usb000rsm9,2014-10-10T08:02:16.000Z,"107km SSW of Painan, Indonesia",earthquake
2014-07-13T07:18:25.000Z,-30.748,-70.62,83.4,5.3,mww,,,,0.79,us,usb000rsk9,2015-01-29T20:18:50.177Z,"31km ESE of Monte Patria, Chile",earthquake
2014-07-12T18:20:37.660Z,-55.3411,-27.9186,10,5.6,mww,,44,5.068,0.76,us,usb000rsf0,2014-10-10T08:02:15.000Z,"157km NNW of Visokoi Island, ",earthquake
2014-07-12T17:49:17.150Z,-55.4163,-27.9709,6,5.6,mww,,32,5.051,0.82,us,usb000rsej,2014-10-10T08:02:14.000Z,"150km NNW of Visokoi Island, ",earthquake
2014-07-11T19:34:05.310Z,36.7981,142.5773,11.3,5,mb,,184,3.521,0.63,us,usb000rwfh,2014-10-10T08:02:13.000Z,"153km E of Iwaki, Japan",earthquake
2014-07-11T19:30:49.170Z,37.0358,142.4068,9.23,5.1,mb,,165,3.405,0.89,us,usb000rwgj,2014-10-10T08:02:13.000Z,"134km ESE of Namie, Japan",earthquake
2014-07-11T19:28:14.250Z,36.9093,142.4903,17.59,5.2,mb,,90,3.459,1.05,us,usb000rwfi,2014-10-10T08:02:13.000Z,"143km E of Iwaki, Japan",earthquake
2014-07-11T19:22:00.820Z,37.0052,142.4525,20,6.5,mww,,9,2.421,0.75,us,usb000rs50,2015-05-22T04:48:51.806Z,"139km E of Iwaki, Japan",earthquake
2014-07-11T13:11:45.690Z,26.3117,125.8288,115.5,5.3,mwb,,33,2.249,0.82,us,usb000rs0m,2015-01-30T15:46:12.120Z,"176km NNE of Hirara, Japan",earthquake
2014-07-10T19:24:44.130Z,-7.37,156.192,53.96,5.1,mb,,40,4.246,0.75,us,usb000rrmk,2014-10-10T08:02:11.000Z,"89km SSW of Chirovanga, Solomon Islands",earthquake
2014-07-10T07:16:17.100Z,-19.8738,-175.7051,209.23,5.2,mb,,29,5.508,1.12,us,usb000rrhg,2014-10-10T08:02:11.000Z,"142km W of Pangai, Tonga",earthquake
2014-07-09T17:58:11.820Z,-62.1149,164.919,10,5.8,mww,,36,15.512,0.76,us,usb000rrb8,2014-10-10T08:02:10.000Z,"Balleny Islands region",earthquake
2014-07-09T17:19:35.330Z,-16.6851,-71.9043,16.03,5,mb,,96,2.243,1.24,us,usb000rraf,2015-01-30T10:28:34.522Z,"39km NNE of Mollendo, Peru",earthquake
2014-07-09T00:01:28.360Z,-6.9793,104.8194,6.16,5.2,mwb,,48,3.026,1.08,us,usb000rr51,2014-10-10T08:02:09.000Z,"91km WSW of Pasirnangka, Indonesia",earthquake
2014-07-08T21:52:48.070Z,39.3526,78.1413,10,5,mb,,66,3.12,0.85,us,usb000rr42,2014-10-04T20:00:01.000Z,"130km NE of Shache, China",earthquake
2014-07-08T20:09:59.740Z,-3.3121,143.2716,8.6,5.2,mwb,,15,2.683,0.98,us,usb000rr27,2014-10-04T20:00:01.000Z,"47km NW of Wewak, Papua New Guinea",earthquake
2014-07-08T12:56:25.920Z,-17.6864,168.3982,110.24,6.2,mww,,23,2.504,0.94,us,usc000rrmg,2015-01-30T01:31:38.427Z,"9km ENE of Port-Vila, Vanuatu",earthquake
2014-07-08T09:05:22.970Z,42.6676,141.3472,10,5.5,mwb,,36,1.492,1.05,us,usc000rrl0,2015-01-30T06:35:54.494Z,"13km N of Shiraoi, Japan",earthquake
2014-07-07T23:06:05.250Z,23.3632,122.3626,10,5,mb,,107,0.979,0.76,us,usc000rrhb,2014-10-04T20:00:00.000Z,"102km SE of Hualian, Taiwan",earthquake
2014-07-07T18:04:35.620Z,-5.1827,131.6628,55.8,5.1,mb,,42,2.323,0.75,us,usc000rrau,2014-10-04T19:59:59.000Z,"131km WNW of Tual, Indonesia",earthquake
2014-07-07T13:27:25.170Z,-16.3405,-173.7293,41.81,5,mb,,83,3.065,0.54,us,usb000rv4f,2014-10-04T19:59:59.000Z,"43km S of Hihifo, Tonga",earthquake
2014-07-07T11:33:54.900Z,14.5335,-92.0667,55.72,5.1,mb,,167,0.36,0.73,us,usc000rr6d,2014-10-04T19:59:59.000Z,"13km E of Ocos, Guatemala",earthquake
2014-07-07T11:23:54.780Z,14.724,-92.4614,53,6.9,mww,,51,0.263,1.38,us,usc000rr6a,2015-01-28T13:08:13.282Z,"4km W of Puerto Madero, Mexico",earthquake
2014-07-07T09:15:28.430Z,-7.2928,123.7207,547.04,5.2,mb,,18,1.984,0.84,us,usc000rr4d,2014-10-04T19:59:58.000Z,"171km NE of Palue, Indonesia",earthquake
2014-07-06T22:11:29.790Z,-21.1445,173.9522,8,5.8,mww,,83,5.138,0.94,us,usc000rr1y,2014-10-04T19:59:58.000Z,"93km NW of Ceva-i-Ra, Fiji",earthquake
2014-07-06T15:37:43.560Z,-19.9239,-177.7675,558,5,mb,,75,4.512,0.77,us,usc000rqyz,2014-10-04T19:59:57.000Z,"126km NE of Ndoi Island, Fiji",earthquake
2014-07-06T11:42:45.170Z,10.3339,-85.1155,68.75,5,mwr,,68,0.166,1.42,us,usc000rqyh,2015-01-29T19:16:51.175Z,"10km SSW of Canas, Costa Rica",earthquake
2014-07-06T03:08:46.720Z,-14.5375,-71.1073,67.36,5.1,mb,,77,3.357,1.07,us,usc000rqwm,2014-10-04T19:59:56.000Z,"7km SE of Layo, Peru",earthquake
2014-07-05T09:39:27.790Z,1.9335,96.9388,20,6,mww,,16,0.892,0.73,us,usc000rqs7,2014-10-04T19:59:55.000Z,"86km SE of Sinabang, Indonesia",earthquake
2014-07-05T01:18:08.810Z,-30.4046,-177.9441,10,5,mb,,55,1.155,0.96,us,usc000rqq9,2014-10-04T19:59:55.000Z,"126km S of Raoul Island, New Zealand",earthquake
2014-07-04T22:42:05.070Z,39.648,142.0802,50.31,5.7,mww,,17,2.501,0.72,us,usc000rqix,2015-01-30T03:57:34.964Z,"11km E of Miyako, Japan",earthquake
2014-07-04T21:08:45.320Z,35.078,-34.904,10,5.4,mwb,,28,6.454,0.67,us,usc000rqih,2014-10-04T19:59:54.000Z,"Azores Islands region",earthquake
2014-07-04T15:00:27.860Z,-6.2304,152.8075,20,6.5,mww,,15,2.124,1.06,us,usc000rqgz,2014-10-04T19:59:54.000Z,"196km S of Taron, Papua New Guinea",earthquake
2014-07-04T13:12:17.670Z,-7.0168,155.9036,38.82,5.5,mww,,41,4.661,1.02,us,usc000rqgl,2014-10-04T19:59:54.000Z,"83km WSW of Chirovanga, Solomon Islands",earthquake
2014-07-04T05:34:19.210Z,-49.1202,-8.2961,10,5.1,mb,,66,22.767,0.64,us,usc000rqef,2014-10-04T19:59:53.000Z,"Southern Mid-Atlantic Ridge",earthquake
2014-07-03T22:30:32.270Z,-3.9905,139.2931,58.03,5.1,mb,,28,7.111,1.16,us,usc000rqd3,2014-10-04T19:59:53.000Z,"207km SW of Abepura, Indonesia",earthquake
2014-07-03T19:50:07.290Z,-30.4601,-176.4451,35,6.3,mww,,13,1.768,0.68,us,usc000rqbg,2014-10-04T19:59:52.000Z,"193km SE of Raoul Island, New Zealand",earthquake
2014-07-03T19:06:48.910Z,52.1253,178.4648,116.13,5.7,mww,,17,0.159,0.81,us,usc000rqae,2014-10-04T19:59:52.000Z,"19km N of Little Sitkin Island, Alaska",earthquake
2014-07-03T12:05:21.950Z,55.2557,166.8841,6,5.8,mww,,31,4.953,0.92,us,usc000rpw8,2014-10-04T19:59:52.000Z,"57km E of Nikol'skoye, Russia",earthquake
2014-07-03T09:35:49.030Z,-22.1067,-179.48,601.19,5.4,mww,,33,4.92,0.95,us,usc000rpvy,2014-10-04T19:59:52.000Z,"180km SSW of Ndoi Island, Fiji",earthquake
2014-07-03T04:43:42.140Z,51.9427,178.5762,115.21,5.2,mb,,67,0.012,0.72,us,usc000rpum,2014-10-04T19:59:51.000Z,"4km E of Little Sitkin Island, Alaska",earthquake
2014-07-03T02:56:38.310Z,55.2568,166.9008,7.61,5.7,mww,,42,4.945,0.71,us,usc000rpu4,2014-10-04T19:59:51.000Z,"58km E of Nikol'skoye, Russia",earthquake
2014-07-02T10:02:30.530Z,-55.3646,-28.3906,10,5.1,mb,,44,4.806,0.63,us,usc000rpgl,2014-10-04T19:59:50.000Z,"166km NNW of Visokoi Island, ",earthquake
2014-07-02T07:24:28.630Z,-0.0042,124.6451,71.44,5.1,mb,,32,2.138,1.12,us,usc000rpg5,2014-10-04T19:59:50.000Z,"81km SSE of Lolayan, Indonesia",earthquake
2014-07-02T05:53:29.200Z,-62.3014,155.1868,10,6,mww,,36,8.07,1.29,us,usc000rpfu,2014-10-04T19:59:50.000Z,"Balleny Islands region",earthquake
2014-07-01T20:49:14.570Z,0.7809,-27.7509,14.61,5,mb,,47,10.455,0.68,us,usc000rpcm,2014-09-26T11:49:52.000Z,"Central Mid-Atlantic Ridge",earthquake
2014-07-01T18:19:20.880Z,-30.2684,-177.0764,7.72,5,mb,,130,1.26,0.69,us,usc000rpck,2014-09-26T11:49:52.000Z,"136km SE of Raoul Island, New Zealand",earthquake
2014-07-01T18:14:52.000Z,-30.3044,-176.9825,18.9,5.2,mb,,69,1.338,0.94,us,usc000rp9n,2014-09-26T11:49:52.000Z,"145km SE of Raoul Island, New Zealand",earthquake
2014-07-01T18:11:48.880Z,-30.2522,-177.141,9.58,5.3,mwb,,58,1.215,0.78,us,usc000rp97,2014-09-26T11:49:52.000Z,"131km SSE of Raoul Island, New Zealand",earthquake
2014-07-01T14:22:10.040Z,-33.879,-72.4251,18.15,5.1,mb,,78,0.977,0.63,us,usc000rp6f,2014-09-26T11:49:52.000Z,"80km WSW of San Antonio, Chile",earthquake
2014-07-01T09:11:23.350Z,13.8691,119.1915,34.4,5,mb,,36,1.709,0.64,us,usc000rp53,2014-09-26T11:49:51.000Z,"92km W of Cabra, Philippines",earthquake
2014-07-01T05:42:33.800Z,-56.62,-141.7836,10,5.6,mwc,,70,31.96,0.71,us,usb000rvum,2014-09-26T11:49:51.000Z,"Pacific-Antarctic Ridge",earthquake
2014-06-30T20:45:30.290Z,-29.9885,-177.35,10,5.2,mb,,120,0.896,0.79,us,usc000rnyl,2014-09-26T11:49:50.000Z,"96km SSE of Raoul Island, New Zealand",earthquake
2014-06-30T19:55:32.390Z,28.3404,138.8441,511,6.2,mww,,13,3.21,0.64,us,usc000rnx0,2014-09-26T11:49:50.000Z,"Bonin Islands, Japan region",earthquake
2014-06-30T15:44:24.960Z,-55.2196,-28.2698,10,5,mb,,44,4.852,0.52,us,usc000rntw,2014-09-26T11:49:50.000Z,"177km NNW of Visokoi Island, ",earthquake
2014-06-30T11:37:27.180Z,17.7919,145.2965,320,5.1,mb,,28,4.198,0.97,us,usc000rnqz,2014-09-26T11:49:50.000Z,"61km SW of Pagan, Northern Mariana Islands",earthquake
2014-06-30T11:36:03.950Z,-30.1224,-177.6613,13.36,5.3,mb,,63,0.904,1.04,us,usc000rnrf,2014-09-26T11:49:50.000Z,"97km SSE of Raoul Island, New Zealand",earthquake
