time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-02-09T07:59:31.550Z,0.203,-17.1288,10,5.3,mb,,42,8.54,0.71,us,usc000tnbc,2015-05-04T22:47:50.040Z,"North of Ascension Island",earthquake
2015-02-08T15:09:08.950Z,-2.4318,119.3699,37.28,5.6,mwb,,34,2.593,0.67,us,usc000tn7f,2015-05-04T22:47:48.040Z,"13km WNW of Kalumpang, Indonesia",earthquake
2015-02-07T18:53:25.520Z,-3.4372,135.6166,42.96,5.2,mb,,18,3.401,0.78,us,usc000tn2m,2015-05-04T22:47:47.040Z,"16km ESE of Nabire, Indonesia",earthquake
2015-02-06T22:02:28.120Z,12.5438,-87.7218,77.39,5.4,mww,,33,0.673,0.89,us,usc000tmvl,2015-05-04T22:47:45.040Z,"36km SW of Jiquilillo, Nicaragua",earthquake
2015-02-06T21:01:07.800Z,28.3512,104.8941,10,5,mb,,34,3.747,0.76,us,usc000tmuq,2015-05-04T22:47:45.040Z,"20km ESE of Xunchang, China",earthquake
2015-02-06T08:03:19.400Z,9.5477,126.2629,77.24,5.2,mb,,93,2.553,0.83,us,usc000tmmq,2015-05-04T22:47:43.040Z,"28km SE of Union, Philippines",earthquake
2015-02-05T18:19:27.830Z,-7.5204,128.3724,138.78,5,mb,,38,2.936,0.74,us,usc000tmia,2015-05-04T22:47:41.040Z,"Kepulauan Barat Daya, Indonesia",earthquake
2015-02-05T13:32:54.840Z,-21.8092,89.7034,10,5.3,mb,,49,11.744,0.86,us,usc000tlws,2015-05-04T22:47:41.040Z,"South Indian Ocean",earthquake
2015-02-05T04:40:51.480Z,5.222,-82.6217,3.95,5.7,mww,,63,4.794,0.39,us,usc000tlun,2015-05-04T22:47:40.040Z,"South of Panama",earthquake
2015-02-05T04:21:50.900Z,8.24,-72.14,5,5.3,mww,,,,1.07,us,usc000tlui,2015-05-04T22:47:40.040Z,"8km WSW of Umuquena, Venezuela",earthquake
2015-02-04T17:41:44.610Z,-0.1337,124.9932,54.29,5.2,mb,,42,2.397,0.98,us,usc000tlkz,2015-05-02T14:06:05.040Z,"115km SE of Modayag, Indonesia",earthquake
2015-02-04T10:59:28.750Z,10.6804,-62.8349,110.51,5.1,mb,,62,1.801,0.64,us,usc000tlgx,2015-05-02T14:07:28.040Z,"12km N of Yaguaraparo, Venezuela",earthquake
2015-02-04T10:44:16.740Z,32.866,83.4305,10,5.1,mb,,38,8.547,0.73,us,usc000tlgv,2015-05-02T14:07:42.040Z,"98km NW of Luring, China",earthquake
2015-02-04T08:20:43.610Z,-25.7381,-175.8779,19,5.5,mwb,,52,3.939,1.25,us,usc000tlgc,2015-05-02T14:07:15.040Z,"South of Tonga",earthquake
2015-02-04T01:51:33.180Z,-21.7255,-175.7163,41.71,5.2,mb,,45,6.035,1.17,us,usc000tler,2015-05-02T14:07:33.040Z,"79km SW of Vaini, Tonga",earthquake
2015-02-03T11:48:18.160Z,-31.3862,-177.6896,10,5,mb,,135,2.144,1.36,us,usc000tnr6,2015-05-02T14:05:59.040Z,"115km E of L'Esperance Rock, New Zealand",earthquake
2015-02-03T07:27:22.250Z,52.2733,-168.611,10,5.3,mb,,65,0.715,1.22,us,usb000tntr,2015-05-02T14:05:42.040Z,"75km SSE of Nikolski, Alaska",earthquake
2015-02-03T07:16:53.890Z,52.2224,-168.6035,14,5.5,mww,,55,0.766,1.08,us,usc000tl6w,2015-05-02T14:05:45.040Z,"81km SSE of Nikolski, Alaska",earthquake
2015-02-02T22:37:38.520Z,-21.4595,170.2621,14.64,5.4,mb,,79,3.601,1.49,us,usc000tl4e,2015-05-02T14:07:19.040Z,"212km WNW of Ile Hunter, New Caledonia",earthquake
2015-02-02T21:29:40.420Z,-6.1192,105.3624,43.17,5.2,mb,,29,2.344,1.27,us,usc000tl32,2015-05-02T14:07:30.040Z,"49km SSW of Kaliandak, Indonesia",earthquake
2015-02-02T15:22:10.750Z,-22.3106,-70.9283,26,5,mwr,,94,0.721,0.99,us,usc000tkzr,2015-05-02T14:06:08.040Z,"79km WSW of Tocopilla, Chile",earthquake
2015-02-02T15:13:39.750Z,13.9766,124.5783,17,5.4,mwb,,76,3.536,1.39,us,usc000tkzl,2015-05-02T14:05:34.040Z,"29km NE of Gigmoto, Philippines",earthquake
2015-02-02T10:49:48.530Z,-32.7183,-67.1231,172,6.3,mww,,16,1.766,1,us,usc000tkwv,2015-05-02T14:07:06.040Z,"91km NW of La Punta, Argentina",earthquake
2015-02-02T08:25:48.510Z,-1.539,145.2141,14,5.9,mww,,12,2.208,0.73,us,usc000tkwl,2015-05-02T14:05:26.040Z,"235km WNW of Lorengau, Papua New Guinea",earthquake
2015-02-01T23:33:00.050Z,-3.9127,-76.6179,115.65,5.1,mb,,57,3.657,0.81,us,usc000tktr,2015-05-02T14:06:20.040Z,"102km N of Barranca, Peru",earthquake
2015-02-01T20:02:20.730Z,-49.3181,-8.1198,10,5.6,mwc,,112,22.56,1.12,us,usc000tksd,2015-05-02T14:07:25.040Z,"Southern Mid-Atlantic Ridge",earthquake
2015-02-01T17:40:31.740Z,56.6568,-169.1363,10,5.3,mwb,,36,0.801,1.16,us,usc000tkrm,2015-05-02T14:06:39.040Z,"88km SE of City of Saint Paul, Alaska",earthquake
2015-02-01T13:42:11.980Z,-20.8209,169.7156,10,5.1,mb,,128,17.728,0.86,us,usc000tndh,2015-05-02T14:07:37.040Z,"148km SSE of Isangel, Vanuatu",earthquake
2015-02-01T13:41:10.380Z,-21.3777,170.2307,10,5,mb,,97,3.588,0.65,us,usc000tkqu,2015-05-02T14:07:19.040Z,"219km WNW of Ile Hunter, New Caledonia",earthquake
2015-02-01T13:34:02.980Z,-21.2735,170.2648,7.64,5.7,mww,,49,3.641,0.83,us,usc000tkqs,2015-05-02T14:07:18.040Z,"217km SSE of Isangel, Vanuatu",earthquake
2015-02-01T11:41:46.490Z,-12.3801,166.7543,176.66,5.5,mwb,,28,3.079,0.57,us,usc000tkqd,2015-05-02T14:07:07.040Z,"187km NNW of Sola, Vanuatu",earthquake
2015-02-01T11:20:25.640Z,56.6399,-169.0803,10,5.1,mwb,,28,0.836,0.84,us,usc000tkqa,2015-05-02T14:06:38.040Z,"91km SE of City of Saint Paul, Alaska",earthquake
2015-02-01T04:36:36.250Z,-5.4513,151.5917,58.14,5,mb,,26,1.375,0.64,us,usc000tkp9,2015-05-02T14:06:17.040Z,"142km SSW of Kokopo, Papua New Guinea",earthquake
2015-01-31T20:47:11.500Z,56.6128,-169.1345,12.18,5.1,mb,,28,0.832,0.82,us,usc000tkmt,2015-05-02T14:06:37.040Z,"91km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T18:57:48.440Z,5.2856,-82.5906,10.58,5.1,mb,,65,4.724,0.95,us,usc000tkmh,2015-05-02T14:07:15.040Z,"South of Panama",earthquake
2015-01-31T18:55:43.960Z,7.7198,-82.9528,15.51,5.3,mwb,,84,2.54,1.1,us,usc000tkmf,2015-05-02T14:07:14.040Z,"35km SSW of Punta de Burica, Panama",earthquake
2015-01-31T17:39:11.460Z,56.6406,-169.1176,5.5,5.4,mwb,,25,0.82,0.78,us,usc000tkm3,2015-05-02T14:06:36.040Z,"90km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T17:30:09.700Z,-6.8277,127.5523,345.68,5.2,mb,,22,3.888,0.89,us,usc000tkm1,2015-05-02T14:05:33.040Z,"290km NE of Dili, East Timor",earthquake
2015-01-31T12:38:31.390Z,56.6517,-168.9277,10,5.3,mwc,,37,0.895,0.83,us,usc000tkky,2015-05-02T14:06:35.040Z,"98km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T12:29:30.620Z,15.241,147.1244,5,5.5,mww,,12,1.279,0.83,us,usc000tkkw,2015-05-02T14:06:03.040Z,"147km E of Saipan, Northern Mariana Islands",earthquake
2015-01-30T21:07:17.610Z,-15.0938,-173.5881,10,5,mb,,76,2.112,0.66,us,usc000tkgn,2015-05-02T14:07:32.040Z,"96km N of Hihifo, Tonga",earthquake
2015-01-30T18:52:56.680Z,-52.5325,26.62,8.38,5.1,mb,,71,20.578,0.5,us,usc000tkfd,2015-05-02T14:07:09.040Z,"South of Africa",earthquake
2015-01-30T18:21:07.610Z,-52.539,26.5358,11.56,5.1,mb,,47,20.572,0.75,us,usc000tkk8,2015-05-02T14:07:09.040Z,"South of Africa",earthquake
2015-01-30T18:11:10.730Z,-21.2106,170.1299,7.92,5.1,mb,,40,3.534,1,us,usc000tkez,2015-05-02T14:07:17.040Z,"204km SSE of Isangel, Vanuatu",earthquake
2015-01-30T17:57:56.440Z,-21.2452,170.158,7.08,6,mww,,21,3.551,1.06,us,usc000tker,2015-05-02T14:07:17.040Z,"209km SSE of Isangel, Vanuatu",earthquake
2015-01-30T04:30:35.710Z,49.4954,156.1026,25.6,5.1,mb,,95,3.754,0.71,us,usc000tk9v,2015-05-02T14:06:01.040Z,"131km S of Severo-Kuril'sk, Russia",earthquake
2015-01-30T03:34:31.280Z,-16.9135,-14.2311,10,5,mb,,47,8.197,0.57,us,usc000tk9m,2015-05-02T14:07:25.040Z,"Southern Mid-Atlantic Ridge",earthquake
2015-01-29T09:29:52.900Z,2.2194,-97.0173,18.25,5,mb,,71,14.777,0.86,us,usc000tk0l,2015-05-02T14:07:41.040Z,"West of the Galapagos Islands",earthquake
2015-01-29T03:49:35.190Z,-19.2852,-174.171,39.77,5.6,mwb,,22,4.016,0.7,us,usc000tjzj,2015-05-02T14:07:32.040Z,"60km NNE of Pangai, Tonga",earthquake
2015-01-29T02:48:54.160Z,1.6192,126.3367,44.65,5.1,mb,,48,1.33,0.56,us,usc000tjyr,2015-05-02T14:06:04.040Z,"129km E of Bitung, Indonesia",earthquake
2015-01-28T21:55:22.200Z,-24.3877,-116.1421,10,5,mb,,40,31.875,0.5,us,usb000tj2v,2015-04-24T16:54:55.040Z,"Southern East Pacific Rise",earthquake
2015-01-28T21:08:53.710Z,40.3178333,-124.6066667,17.17,5.73,mw,52,230,0.2465,0.13,nc,nc72387946,2015-05-18T23:22:17.407Z,"40km SW of Ferndale, California",earthquake
2015-01-28T15:54:39.020Z,34.4562,25.0882,37,5.1,mww,,42,0.845,0.78,us,usb000tixk,2015-04-24T16:54:51.040Z,"60km S of Pirgos, Greece",earthquake
2015-01-28T13:25:33.710Z,-41.3446,-85.4076,10,5.1,mb,,51,9.752,0.84,us,usb000tiwy,2015-04-24T16:54:50.040Z,"West Chile Rise",earthquake
2015-01-28T08:38:02.960Z,-21.607,-179.3422,608.27,5,mb,,38,4.559,1.05,us,usb000tivx,2015-04-24T16:54:48.040Z,"125km SSW of Ndoi Island, Fiji",earthquake
2015-01-28T02:43:19.350Z,-20.9665,-178.3032,484.12,6.2,mww,,19,4.701,1.11,us,usb000tism,2015-04-24T16:54:45.040Z,"54km SE of Ndoi Island, Fiji",earthquake
2015-01-27T21:26:35.690Z,-20.5947,172.6022,10,5,mb,,112,5.879,0.79,us,usb000tiqn,2015-04-24T16:54:43.040Z,"207km NNE of Ile Hunter, New Caledonia",earthquake
2015-01-27T00:53:19.120Z,1.3368,97.2402,12.58,5.7,mww,,25,0.336,1.08,us,usb000tii2,2015-04-24T16:54:34.040Z,"158km SE of Sinabang, Indonesia",earthquake
2015-01-26T19:12:12.850Z,-18.7896,-174.7944,82.5,5.2,mb,,24,4.615,0.75,us,usc000tj78,2015-04-24T16:55:44.040Z,"86km W of Neiafu, Tonga",earthquake
2015-01-26T17:44:52.680Z,-54.6751,-136.7703,10,5.6,mwc,,155,35.495,0.63,us,usc000tlak,2015-04-24T16:56:08.040Z,"Pacific-Antarctic Ridge",earthquake
2015-01-26T07:09:54.750Z,9.6106,122.3764,56.84,5.1,mb,,35,4.051,0.93,us,usc000tj2w,2015-04-24T16:55:41.040Z,"8km SW of Cayhagan, Philippines",earthquake
2015-01-26T04:25:47.970Z,-20.8582,168.3797,29.68,5,mb,,66,2.17,0.87,us,usc000tj2b,2015-04-24T16:55:38.040Z,"92km NE of Tadine, New Caledonia",earthquake
2015-01-26T03:30:15.230Z,41.2918,48.8748,50.12,5,mb,,37,3.342,1.32,us,usc000tj1y,2015-04-24T16:55:37.040Z,"19km SSE of Xacmaz, Azerbaijan",earthquake
2015-01-25T23:55:50.720Z,-20.592,169.8943,142.19,5.2,mb,,42,3.537,0.8,us,usc000tj11,2015-04-24T16:55:35.040Z,"132km SSE of Isangel, Vanuatu",earthquake
2015-01-25T20:11:19.000Z,27.46,56.19,9,5,mb,,,,0.96,us,usc000tiyn,2015-04-24T16:55:32.040Z,"31km NNW of Bandar 'Abbas, Iran",earthquake
2015-01-25T09:20:56.390Z,1.1408,126.4303,35,5.3,mwc,,28,1.005,1.24,us,usc000tiwn,2015-04-24T16:55:28.040Z,"111km WNW of Kota Ternate, Indonesia",earthquake
2015-01-23T21:16:29.140Z,-56.3712,-26.6885,48.94,5.1,mb,,53,5.971,0.66,us,usc000tiqr,2015-04-24T16:55:15.040Z,"48km NE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-01-23T20:35:33.540Z,-29.4628,60.7483,15.08,5,mb,,54,9.415,0.69,us,usc000tiqc,2015-04-24T16:55:14.040Z,"Southwest Indian Ridge",earthquake
2015-01-23T03:47:27.050Z,-17.0309,168.52,219.96,6.8,mww,,13,2.019,0.71,us,usc000tihy,2015-04-24T16:55:09.040Z,"80km NNE of Port-Vila, Vanuatu",earthquake
2015-01-22T14:49:19.970Z,19.4962,121.3316,29.77,5,mb,,38,3.313,0.92,us,usc000tia0,2015-04-24T16:55:02.040Z,"99km N of Namuac, Philippines",earthquake
2015-01-22T00:39:16.530Z,73.2507,6.4866,10,5.1,mb,,42,5.142,0.65,us,usc000ti2c,2015-04-24T16:54:56.040Z,"Greenland Sea",earthquake
2015-01-21T20:08:33.600Z,-5.6549,146.3279,49,5.7,mww,,12,3.734,1.05,us,usc000thwt,2015-04-20T16:05:39.040Z,"75km SE of Madang, Papua New Guinea",earthquake
2015-01-21T19:52:56.810Z,-5.6589,146.3325,63.33,5.1,mb,,27,3.736,0.86,us,usc000thwf,2015-04-20T16:05:39.040Z,"76km SE of Madang, Papua New Guinea",earthquake
2015-01-21T06:51:14.520Z,17.9964,146.5629,79.07,5.4,mb,,24,1.836,0.96,us,usc000thqq,2015-04-20T16:05:38.040Z,"84km E of Pagan, Northern Mariana Islands",earthquake
2015-01-21T05:20:27.630Z,5.7486,125.3759,78.36,5.2,mb,,54,1.327,0.97,us,usc000thq4,2015-04-20T16:05:38.040Z,"11km ENE of Pangyan, Philippines",earthquake
2015-01-20T17:34:41.240Z,-23.3538,-70.8833,20.56,5.2,mww,,92,0.341,1.38,us,usc000thj5,2015-04-20T16:05:37.040Z,"59km WNW of Antofagasta, Chile",earthquake
2015-01-20T14:34:51.290Z,-5.3762,102.4643,36.51,5,mb,,85,1.121,0.61,us,usc000thgj,2015-04-20T16:05:37.040Z,"148km WSW of Kuripan, Indonesia",earthquake
2015-01-20T12:07:18.760Z,-6.1785,154.4264,57.31,5.1,mb,,62,6.356,0.73,us,usc000thg4,2015-04-20T16:05:37.040Z,"118km W of Panguna, Papua New Guinea",earthquake
2015-01-20T06:59:52.020Z,14.9801,-91.4588,154,5.5,mww,,27,0.338,1.2,us,usc000the9,2015-04-20T16:05:36.040Z,"3km NNW of San Francisco El Alto, Guatemala",earthquake
2015-01-20T03:02:14.910Z,5.8735,127.0504,103.9,5,mb,,66,5.077,0.39,us,usc000thd9,2015-04-20T16:05:36.040Z,"110km ESE of Pondaguitan, Philippines",earthquake
2015-01-19T23:08:57.790Z,14.9739,147.0548,45.74,5,mb,,27,1.24,0.93,us,usc000thby,2015-04-20T16:05:36.040Z,"142km E of Saipan, Northern Mariana Islands",earthquake
2015-01-19T17:19:45.650Z,4.6079,119.7571,11,5.5,mww,,23,1.376,0.74,us,usc000th7m,2015-04-20T16:05:35.040Z,"23km SSW of Manuk Mangkaw, Philippines",earthquake
2015-01-19T12:45:12.850Z,73.2241,6.4608,10,5.4,mww,,30,5.541,0.71,us,usc000th49,2015-04-20T16:05:35.040Z,"Greenland Sea",earthquake
2015-01-19T12:31:51.600Z,73.2056,6.368,10,5,mb,,74,5.568,0.69,us,usc000th45,2015-04-20T16:05:35.040Z,"Greenland Sea",earthquake
2015-01-19T02:33:38.500Z,-6.1637,145.2292,130.31,5,mb,,46,3.745,1.08,us,usc000th2h,2015-04-20T16:05:34.040Z,"19km WSW of Goroka, Papua New Guinea",earthquake
2015-01-18T23:13:36.680Z,-35.4555,-105.7571,8.32,5.7,mww,,76,8.847,0.93,us,usc000th1c,2015-04-20T16:05:34.040Z,"Southern East Pacific Rise",earthquake
2015-01-18T16:15:08.360Z,30.483,142.1626,10,5.3,mww,,28,3.299,0.68,us,usc000tgyv,2015-04-20T16:05:34.040Z,"Izu Islands, Japan region",earthquake
2015-01-18T08:30:29.010Z,-16.4119,-14.0259,10,5.2,mb,,110,7.968,0.97,us,usc000tgxf,2015-04-20T16:05:33.040Z,"Southern Mid-Atlantic Ridge",earthquake
2015-01-18T06:41:33.900Z,56.161,113.6598,10,5,mb,,27,7.421,0.82,us,usc000tgwz,2015-04-20T16:05:33.040Z,"14km E of Severomuysk, Russia",earthquake
2015-01-18T04:47:38.080Z,51.9238,179.578,102,5.5,mww,,24,0.026,0.75,us,usc000tgw6,2015-04-20T16:05:33.040Z,"3km SSW of Semisopochnoi Island, Alaska",earthquake
2015-01-18T04:27:43.910Z,28.5725,142.4879,20.75,5,mb,,68,1.495,0.64,us,usc000tgw5,2015-04-20T16:05:33.040Z,"167km N of Chichi-shima, Japan",earthquake
2015-01-18T00:27:22.200Z,13.9268,120.6895,149.83,5.3,mb,,34,8.85,0.69,us,usc000tgvr,2015-04-20T16:05:33.040Z,"3km ESE of Bungahan, Philippines",earthquake
2015-01-17T23:39:51.870Z,-5.7726,131.8634,56.76,5.5,mww,,36,2.266,0.78,us,usc000tgvb,2015-04-20T16:05:33.040Z,"98km W of Tual, Indonesia",earthquake
2015-01-17T18:41:42.770Z,-22.237,-63.1461,557.17,5.6,mww,,26,5.347,1.15,us,usc000tgsw,2015-04-20T15:34:59.040Z,"59km ESE of Yacuiba, Bolivia",earthquake
2015-01-17T05:09:21.120Z,13.9467,120.641,145.98,5.3,mb,,40,8.965,0.77,us,usc000tgpb,2015-04-20T15:34:55.040Z,"1km S of Binubusan, Philippines",earthquake
2015-01-16T17:15:47.520Z,-4.6931,151.8134,169.55,5,mb,,71,0.608,1.02,us,usc000tgh6,2015-04-20T15:34:52.040Z,"62km SW of Kokopo, Papua New Guinea",earthquake
2015-01-16T11:39:23.460Z,-3.3787,-79.9723,79.03,5.1,mb,,43,3.9,1.03,us,usc000tgde,2015-04-20T15:34:50.040Z,"7km N of Santa Rosa, Ecuador",earthquake
2015-01-16T07:13:16.360Z,-17.8523,167.624,8.3,5,mb,,69,2.425,1.13,us,usc000tgci,2015-04-20T15:34:49.040Z,"75km W of Port-Vila, Vanuatu",earthquake
2015-01-15T20:29:13.360Z,-26.1121,-11.5187,10,5.2,mb,,52,11.448,0.71,us,usc000tg7r,2015-04-20T15:34:46.040Z,"Southern Mid-Atlantic Ridge",earthquake
2015-01-15T14:01:52.010Z,-4.762,102.7939,63.5,5.2,mb,,78,0.43,0.88,us,usc000tg17,2015-04-20T15:34:44.040Z,"97km SSW of Pagaralam, Indonesia",earthquake
2015-01-15T00:09:27.720Z,0.1436,119.9664,61.85,5.2,mb,,54,1.26,0.78,us,usc000tfwz,2015-04-20T15:34:40.040Z,"94km SW of Tinabogan, Indonesia",earthquake
2015-01-14T12:09:35.460Z,48.9312,141.9822,577,5,mb,,53,2.042,0.73,us,usc000tfln,2015-04-10T18:56:33.040Z,"17km SSW of Uglegorsk, Russia",earthquake
2015-01-14T05:21:38.830Z,29.3525,103.1991,10,5.3,mb,,43,4.232,0.83,us,usc000tfjg,2015-04-10T18:56:33.040Z,"14km NNW of Shaping, China",earthquake
2015-01-13T20:03:58.210Z,-6.3915,147.0644,45.86,5.2,mb,,16,2.995,0.92,us,usc000tfcj,2015-04-10T18:56:32.040Z,"37km NNE of Lae, Papua New Guinea",earthquake
2015-01-13T18:03:43.170Z,27.1643,143.5734,25.79,5,mb,,40,1.239,0.83,us,usc000tfar,2015-04-10T18:56:32.040Z,"134km E of Chichi-shima, Japan",earthquake
2015-01-13T17:47:17.240Z,-28.1975,-178.1742,194.4,5,mb,,88,1.065,1.18,us,usc000tfa7,2015-04-10T18:56:32.040Z,"121km NNW of Raoul Island, New Zealand",earthquake
2015-01-13T05:26:59.180Z,30.5992,131.432,41.14,5,mb,,75,1.236,1.04,us,usc000tf3a,2015-04-10T18:56:31.040Z,"43km ESE of Nishinoomote, Japan",earthquake
2015-01-13T05:24:46.690Z,-5.3973,146.0865,58.18,5,mb,,51,4.121,0.9,us,usc000tf3b,2015-04-10T18:56:31.040Z,"37km ESE of Madang, Papua New Guinea",earthquake
2015-01-12T20:25:14.170Z,-5.587,133.9223,20.91,5.6,mww,,18,3.131,0.82,us,usc000tewz,2015-04-10T18:56:30.040Z,"38km WNW of Dobo, Indonesia",earthquake
2015-01-12T07:57:27.070Z,15.4767,-93.3808,75,5.5,mww,,47,0.275,1.25,us,usc000tes3,2015-04-10T18:56:30.040Z,"29km SSW of Pijijiapan, Mexico",earthquake
2015-01-12T03:04:20.330Z,-16.8504,-14.3672,10,5,mb,,58,8.321,0.97,us,usc000ter7,2015-04-10T18:56:30.040Z,"Southern Mid-Atlantic Ridge",earthquake
2015-01-12T00:19:57.090Z,-20.0409,66.3304,10,5,mb,,50,9.982,1.37,us,usc000teqp,2015-04-10T18:56:30.040Z,"Mauritius - Reunion region",earthquake
2015-01-11T20:34:32.840Z,77.326,7.9156,10,5.4,mb,,80,1.802,1.24,us,usc000tenj,2015-04-10T18:56:29.040Z,"207km WSW of Longyearbyen, Svalbard and Jan Mayen",earthquake
2015-01-11T08:39:26.480Z,-3.5835,154.3044,56.83,5.1,mb,,28,2.383,0.77,us,usc000temj,2015-04-10T18:56:29.040Z,"171km NE of Taron, Papua New Guinea",earthquake
2015-01-10T19:32:00.320Z,14.7709,120.2456,59,5.9,mww,,21,8.042,0.72,us,usc000tejf,2015-04-10T18:56:29.040Z,"5km NW of Mabayo, Philippines",earthquake
2015-01-10T17:55:02.630Z,-21.6328,-68.5339,108.78,5.5,mww,,30,0.678,1.13,us,usc000teil,2015-04-10T18:56:29.040Z,"101km NNE of Calama, Chile",earthquake
2015-01-10T17:03:07.580Z,28.7198,51.8164,8.72,5,mb,,40,3.6,0.83,us,usc000teic,2015-04-10T18:56:28.040Z,"74km W of Firuzabad, Iran",earthquake
2015-01-10T06:51:02.610Z,40.1126,77.2615,47.77,5.1,mb,,44,2.006,0.79,us,usc000tefb,2015-04-10T18:56:28.040Z,"108km ENE of Arzak, China",earthquake
2015-01-10T03:14:34.860Z,-15.8709,-172.9855,36.53,5.1,mb,,34,2.273,0.87,us,usc000teem,2015-04-10T18:56:28.040Z,"82km E of Hihifo, Tonga",earthquake
2015-01-10T02:05:46.270Z,-5.655,68.3613,10,5.6,mww,,40,4.423,0.7,us,usc000teeh,2015-04-10T18:56:28.040Z,"Chagos Archipelago region",earthquake
2015-01-09T22:59:11.900Z,2.5913,96.0946,49.94,5.1,mb,,22,1.955,1.06,us,usc000tedv,2015-04-10T18:56:28.040Z,"34km WNW of Sinabang, Indonesia",earthquake
2015-01-09T00:04:55.890Z,-54.1857,-134.0343,10,5.1,mb,,28,32.276,1.13,us,usc000te3v,2015-04-10T18:56:27.040Z,"Pacific-Antarctic Ridge",earthquake
2015-01-08T23:51:45.160Z,-54.5227,-132.7835,10,5.4,mwb,,28,32.232,1.22,us,usc000te3q,2015-04-10T18:56:27.040Z,"Pacific-Antarctic Ridge",earthquake
2015-01-08T18:47:12.930Z,64.5611,-17.773,9.46,5.1,mb,,61,1.54,0.71,us,usc000tdak,2015-04-10T18:56:27.040Z,"126km S of Akureyri, Iceland",earthquake
2015-01-08T18:42:12.240Z,43.6917,144.8685,132.33,5.3,mww,,49,1.699,0.55,us,usc000tda9,2015-04-10T18:56:27.040Z,"21km W of Shibetsu, Japan",earthquake
2015-01-08T14:56:30.710Z,-61.6118,161.3346,10,5.7,mwb,,37,7.244,0.77,us,usc000td4a,2015-04-10T18:56:26.040Z,"Balleny Islands region",earthquake
2015-01-07T14:45:36.390Z,-6.1161,146.691,52.71,5.1,mb,,30,3.3,1.01,us,usc000tcdm,2015-03-27T07:02:31.040Z,"74km NNW of Lae, Papua New Guinea",earthquake
2015-01-07T05:36:07.230Z,5.3788,-82.5474,10,5,mb,,64,4.624,0.95,us,usc000tcbp,2015-03-27T07:02:25.040Z,"295km S of Punta de Burica, Panama",earthquake
2015-01-07T05:07:07.510Z,5.9045,-82.6576,8,6.5,mww,,61,4.318,1.17,us,usc000tcba,2015-03-27T07:02:25.040Z,"236km S of Punta de Burica, Panama",earthquake
2015-01-07T04:48:33.600Z,24.26,121.7,22,5.1,mwr,,,,0.55,us,usc000tcb4,2015-03-27T07:02:24.040Z,"32km NNE of Hualian, Taiwan",earthquake
2015-01-07T03:06:45.360Z,-36.3215,-103.6723,10,5.2,mb,,45,10.353,0.33,us,usc000tcar,2015-03-27T07:02:24.040Z,"Southeast of Easter Island",earthquake
2015-01-06T22:09:13.250Z,55.2049,163.2446,10,5.6,mwb,,73,3.476,0.63,us,usc000tc8q,2015-03-27T07:02:20.040Z,"123km SSE of Ust'-Kamchatsk Staryy, Russia",earthquake
2015-01-06T02:11:13.580Z,-56.7992,-150.4852,10,5,mb,,73,26.406,0.66,us,usc000tc20,2015-03-27T07:02:09.040Z,"Pacific-Antarctic Ridge",earthquake
2015-01-06T00:14:21.590Z,-49.099,164.6792,31.25,5.3,mb,,54,3.231,0.97,us,usc000tc12,2015-03-27T07:02:08.040Z,"208km NNW of Auckland Island, New Zealand",earthquake
2015-01-05T21:53:20.810Z,64.637,-17.7023,7.07,5,mb,,60,1.561,1.14,us,usc000tbz0,2015-03-27T07:02:05.040Z,"118km S of Akureyri, Iceland",earthquake
2015-01-05T17:48:42.490Z,-43.0546,171.2364,8.06,5.6,mww,,44,0.646,1.24,us,usc000tbve,2015-03-27T07:02:02.040Z,"43km SSE of Hokitika, New Zealand",earthquake
2015-01-05T15:31:18.580Z,30.5346,142.0331,26.96,5,mb,,88,3.191,0.8,us,usc000tbun,2015-03-27T07:02:00.040Z,"Izu Islands, Japan region",earthquake
2015-01-05T15:16:27.830Z,30.6064,142.1941,31.22,5.3,mb,,40,3.218,0.86,us,usc000tbud,2015-03-27T07:02:00.040Z,"Izu Islands, Japan region",earthquake
2015-01-05T05:18:51.880Z,-4.4676,151.3075,24.68,5.1,mb,,69,0.896,1.08,us,usc000tbr9,2015-03-27T07:01:53.040Z,"100km WSW of Rabaul, Papua New Guinea",earthquake
2015-01-04T23:44:05.380Z,-7.0181,150.9005,35,5.1,mb,,84,3.076,0.69,us,usc000tbpu,2015-03-27T07:01:50.040Z,"173km ESE of Kandrian, Papua New Guinea",earthquake
2015-01-04T21:23:15.150Z,14.5111,-44.9905,10,5,mb,,51,12.007,0.67,us,usc000tbns,2015-03-27T07:01:48.040Z,"Northern Mid-Atlantic Ridge",earthquake
2015-01-04T14:35:29.230Z,-56.8512,-150.5752,10,5.3,mb,,38,26.34,0.54,us,usc000tgg8,2015-03-27T07:01:45.040Z,"Pacific-Antarctic Ridge",earthquake
2015-01-04T05:51:25.910Z,29.2716,130.5524,26.19,5.1,mb,,75,2.232,0.64,us,usc000tbjs,2015-03-27T07:01:38.040Z,"144km NE of Naze, Japan",earthquake
